,calm_id,street,intersecti,intersec_1,spd_hump,traf_islan,spd_cush,Installed,geometry,NeighbourhoodPortion,Neighbourhood
251,536.0,Strathmore Boulevard,Greenwood Avenue,Coxwell Avenue,6.0,0.0,0.0,2002,"LINESTRING (-79.33269732056598 43.68229199325595, -79.33218570319858 43.68241402522428, -79.33148738761808 43.68258056488465, -79.3300978593832 43.68286555515675, -79.32749532614136 43.68341213614255, -79.3239561323403 43.68418324552071)",1.0,66
379,992.0,Moberly Avenue,Merrill Avenue,Danforth Avenue,2.0,0.0,0.0,2005,"LINESTRING (-79.31299123157302 43.68287988836135, -79.31310726367231 43.6831507724755, -79.31348744372738 43.68404827300304, -79.3138971453718 43.685015105466825, -79.31406899524995 43.68542061882762)",0.004332791450096671,66
382,995.0,Strathmore Boulevard,Coxwell Av,Woodbine Avenue,9.0,0.0,0.0,2006,"LINESTRING (-79.3239561323403 43.68418324552071, -79.32120324339337 43.6847568312649, -79.31798754550249 43.6854539640461, -79.31558973249307 43.685965882721476, -79.31359502569951 43.68639672912084, -79.31313144124364 43.68654165974008)",0.9532640269587345,66
732,1814.0,Milverton Blvd,Coxwell Ave,Monarch Park Ave,4.0,0.0,0.0,1998,"LINESTRING (-79.32849141443492 43.6858521805595, -79.32494689024851 43.686614865909306)",1.0,66
741,1831.0,East Lynn Ave,Danforth Ave,Merrill Ave,4.0,0.0,0.0,1998,"LINESTRING (-79.31431696975069 43.68198845049536, -79.31452631836969 43.68222321239767, -79.31437095011725 43.68246149829483, -79.31434767972466 43.682591980931726, -79.31440937030722 43.68333019528537, -79.3144470718423 43.683951712641814, -79.31445902855017 43.68407739145449, -79.31449485194666 43.68414946052075, -79.31455705843057 43.6842170715049, -79.31462780118362 43.68427569484542, -79.31470517010052 43.6843253274432, -79.31478102997505 43.684361455460376, -79.31485459801208 43.68438857833512, -79.3149327362636 43.684438212018854, -79.31496244119397 43.684483266883966, -79.31508685544534 43.68477326728362, -79.31525385973362 43.68516657307734)",0.0033333808286065214,66
809,2113.0,Woodington Ave,Strathmore Blvd,Queensdale Ave,5.0,,,2022,"LINESTRING (-79.32122567955817 43.684752156828694, -79.32285460439002 43.68865041407752)",0.7201777082941145,66
822,2061.0,Gillard Ave,Danforth ave,Felstead Ave,6.0,,,2022,"LINESTRING (-79.32827196414819 43.68236791432475, -79.32682325257473 43.67887360811638)",0.00243968969029167,66
839,2155.0,Bastedo Ave,Danforth Ave,Hanson St,,,4.0,2022,"LINESTRING (-79.31924382280216 43.68429527206299, -79.31773951411604 43.680790156012115)",0.0024227234201726583,66
856,2159.0,Roseheath Ave,Danforth Ave,Hanson St,,,4.0,2022,"LINESTRING (-79.31678354142977 43.68109915416208, -79.31684453572237 43.681249917836034, -79.3171666019277 43.68202453369781, -79.31728408892401 43.68226774961255, -79.3174807497836 43.68272712016458, -79.31762894784654 43.68308659285935, -79.31763637337637 43.683104643520394, -79.31805385918149 43.6841173077985, -79.31822477836401 43.68453192072713)",0.002482272215803974,66
860,2158.0,Drayton Ave,Danforth Ave,Drayton Ave (South End),,,6.0,2022,"LINESTRING (-79.3202077031113 43.684092368867844, -79.31960135055597 43.682669877399036, -79.31870566280261 43.68057566987442, -79.31830413944854 43.679689548829934)",0.0019287099204292177,66
863,2154.0,West Lynn Ave,Danforth Ave,Merrill Ave W,,,2.0,2022,"LINESTRING (-79.31556385049508 43.68233481812203, -79.31560222347278 43.6824562387782, -79.31561443201224 43.68251926470796, -79.31562117922451 43.68259578303401, -79.31567303783002 43.68312691803731, -79.31571895277119 43.68394608648362, -79.31571949873286 43.68402259748729, -79.31572513668715 43.6840811138937, -79.31573130716346 43.68410342841663, -79.31573509778215 43.68411713466204, -79.31575824336826 43.684153176681214, -79.31578140399127 43.68418471891861, -79.31583439135989 43.684225310613236, -79.31596121177017 43.68432453029705, -79.31598593535925 43.68435607500852, -79.31602100355003 43.68442364017315, -79.31607397962384 43.68455736744272, -79.31622996164054 43.684954862030054)",0.003276553867051457,66
252,537.0,Browning Avenue,Carlaw Avenue,Pape Avenue,2.0,0.0,0.0,2003,"LINESTRING (-79.34889002245866 43.68271071867855, -79.34821023921823 43.68285357880479, -79.34751761073139 43.68298608378862, -79.3464304492714 43.683209968224226)",0.009662934972875974,59
253,538.0,Fulton Avenue,Carlaw Avenue,Pape Avenue,2.0,0.0,0.0,2003,"LINESTRING (-79.34920912008451 43.683564414276105, -79.34856797687291 43.683702666170014, -79.34733209866063 43.6839378897506, -79.34676507867354 43.68404580630679)",0.009525453704094213,59
301,786.0,Sammon Avenue,Greenwood Avenue,Coxwell Avenue,6.0,0.0,0.0,2003,"LINESTRING (-79.33465032152 43.68689998467017, -79.33373639917086 43.687104049693204, -79.3328006669803 43.68730332340114, -79.33210916896489 43.68744389975422, -79.331878057844 43.68749848604031, -79.33091513680444 43.68770373132941, -79.3295558272314 43.68800602009484, -79.32937525174918 43.68804345791927, -79.32864067683289 43.68821510451919, -79.32771240017267 43.68840068747843, -79.32583993327789 43.6887969256789)",1.0,59
304,793.0,Gowan Avenue,Pape Avenue,Cosburn Avenue,6.0,0.0,0.0,2003,"LINESTRING (-79.34845131400442 43.688470670213086, -79.34501670414522 43.689143557705904, -79.34245853846949 43.68964057322414, -79.34239865573815 43.689655083687434, -79.34237159422095 43.68967311332206, -79.34234545710503 43.689708948077765, -79.34232951994642 43.68975332236451, -79.34233157273192 43.689797300208376, -79.34265214190363 43.69063507046259)",0.9981958515742355,59
338,887.0,Memorial Park Avenue,Donlands Avenue,Durant Ave,11.0,0.0,0.0,2004,"LINESTRING (-79.34096810662705 43.689437363931084, -79.34027108174443 43.68958558077319, -79.3399277287914 43.68965859650803, -79.33963340574869 43.689707949702125, -79.3389552150647 43.68985282145943, -79.3384192133121 43.68995912116168, -79.33789632203302 43.690088902057276, -79.33719483223331 43.69022930982423, -79.33621180493515 43.690437845744626, -79.33525403897052 43.69065157612848, -79.3341441174611 43.69087608312782, -79.33343492537952 43.69104935484067, -79.33294878228179 43.691156616730005, -79.33233549203554 43.691287124811815, -79.33174162201267 43.69140494735643, -79.33132315105414 43.691504473996, -79.3304391623686 43.691679011293914, -79.32925163776024 43.691933094682696)",1.0,59
382,995.0,Strathmore Boulevard,Coxwell Av,Woodbine Avenue,9.0,0.0,0.0,2006,"LINESTRING (-79.3239561323403 43.68418324552071, -79.32120324339337 43.6847568312649, -79.31798754550249 43.6854539640461, -79.31558973249307 43.685965882721476, -79.31359502569951 43.68639672912084, -79.31313144124364 43.68654165974008)",0.044649956428216626,59
518,1343.0,Sammon Av,Linsmore Cres,Bonnie Brea Blvd,1.0,0.0,0.0,2010,"LINESTRING (-79.33210916896489 43.68744389975422, -79.331878057844 43.68749848604031, -79.33091513680444 43.68770373132941)",1.0,59
658,1688.0,Sammon Ave,Glebemount Ave,Woodington Ave,4.0,0.0,0.0,1998,"LINESTRING (-79.32311776465546 43.689385318428606, -79.32205725477448 43.689609605370926, -79.31996448584022 43.69005240612878)",1.0,59
659,1689.0,Sammon Ave,Woodbine Ave,Woodmount Ave,2.0,0.0,0.0,1998,"LINESTRING (-79.31750346842269 43.69057776547475, -79.31511475350837 43.6911027021925)",0.9905381055178711,59
660,1690.0,Sammon Ave,Woodmount Ave,Glebemount Ave,2.0,0.0,0.0,1998,"LINESTRING (-79.31996448584022 43.69005240612878, -79.31750346842269 43.69057776547475)",1.0,59
661,1691.0,Sammon Ave,Woodington Ave,Coxwell Ave,3.0,0.0,0.0,1998,"LINESTRING (-79.3258399332779 43.6887969256789, -79.3233389842755 43.68934253340618, -79.32311776465546 43.689385318428606)",1.0,59
801,2060.0,Monarch Park Ave,Mortimer Ave,Sammon Ave,2.0,,,2022,"LINESTRING (-79.33037563741556 43.68976062681696, -79.3295775621462 43.68799915540707)",1.0,59
807,2110.0,Dunkirk Rd,Woodbine Ave,Woodmount Ave,2.0,,,2022,"LINESTRING (-79.31855398254812 43.69281843855538, -79.31609318734259 43.69336422395259)",0.9997221949279977,59
809,2113.0,Woodington Ave,Strathmore Blvd,Queensdale Ave,5.0,,,2022,"LINESTRING (-79.32122567955817 43.684752156828694, -79.32285460439002 43.68865041407752)",0.27982229170588535,59
835,2062.0,Linsmore Cres,Cosburn Ave,Memorial Park Ave,,,2.0,2022,"LINESTRING (-79.33345720825771 43.69104391071034, -79.33429889522496 43.692802649938464)",0.9952052837554124,59
837,2056.0,Springdale Blvd,Coxwell ave,Greenwood Ave,,,7.0,2022,"LINESTRING (-79.33406697865142 43.68547080429629, -79.32529394095808 43.687354341645694)",1.0,59
272,710.0,Maxwell Street,Elder Street,Overbrook Place,3.0,0.0,0.0,2001,"LINESTRING (-79.45008700977573 43.764338574310536, -79.45047545528986 43.76522124304673, -79.45051088909 43.7653406185879, -79.45054444470617 43.765412401546165, -79.45059009443057 43.76548154822133, -79.4506477973141 43.76556361662274, -79.45071129806895 43.765651625044796, -79.45074751050772 43.765674841395175, -79.4508264262348 43.76572105588889, -79.45091241532944 43.76578011556375, -79.45097346773173 43.765807477034755, -79.45102920330211 43.76583000342098, -79.45178925330349 43.76616423785594, -79.45189482586238 43.76619140039911, -79.452065311755 43.76623546856842, -79.4521813242216 43.76626393369414, -79.45235587743902 43.76630590458762, -79.45249315768825 43.76634168027643, -79.4527072737511 43.76641094547323, -79.45283215098443 43.76642904948667, -79.45295711718772 43.76645913863367, -79.45306175358816 43.76648409950488, -79.45314980113423 43.766497121873, -79.45325468658193 43.766514828869425, -79.45334763649039 43.76651598736895, -79.45345117012306 43.76651478591099, -79.45353714803332 43.76651506660829, -79.45362917335112 43.76651401544286, -79.45369797571594 43.76650487080884, -79.45379885208793 43.766493476800605, -79.45571154002053 43.766083401339834)",1.0,34
595,1587.0,Kennard Avenue,Wilmington Avenue,Wilson Heights Boulevard,6.0,0.0,0.0,2014,"LINESTRING (-79.45622890619983 43.76123081588818, -79.45852854908661 43.76074029996037, -79.46082306122359 43.760237657472764, -79.46366587411174 43.759617851583094)",1.0,34
736,1818.0,Overbrook Pl,Dufferin St,Wilmington Ave,8.0,0.0,0.0,1998,"LINESTRING (-79.46519081322884 43.76105802431298, -79.4649346754407 43.761111703295946, -79.46372358838656 43.761360344461245, -79.46264271749277 43.761612669046194, -79.46149522606288 43.76185566312296, -79.45920253419058 43.76234709925262, -79.45690084062888 43.762852473972686)",1.0,34
276,716.0,Sackville Street,Gerrard Street East,Wellesley Street East,10.0,0.0,0.0,2002,"MULTILINESTRING ((-79.36328396245416 43.6607903248943, -79.36330918160236 43.660852687156016, -79.36351213264922 43.661354582483206, -79.36352630301471 43.66138949555673, -79.36401815340768 43.66260294735643, -79.36416009641682 43.662959031788915, -79.36453313400592 43.663894836972844, -79.36487896484668 43.66476000289215, -79.36503457846882 43.66514927210742, -79.36532972159966 43.665839206111905, -79.3656096067833 43.666545011225615, -79.36590574334834 43.6672399549922, -79.36593989331273 43.66735190293873, -79.36617970239871 43.66794842006667, -79.36623656923778 43.66807069592287, -79.36630759474143 43.66827374137016, -79.36634516870204 43.668381137087756), (-79.36638896966363 43.668506368541365, -79.36650343033034 43.668833550580416))",0.22787594069295072,72
303,792.0,Torrens Avenue,Broadview Avenue,Donlands Avenue,11.0,0.0,0.0,2003,"LINESTRING (-79.35514416787606 43.69029011039887, -79.35212878824886 43.690867264059136, -79.35004385301644 43.691282004578646, -79.34953253957296 43.69138371554953, -79.34603881611392 43.69205772469387, -79.34232578499643 43.69278206539097)",0.5639784918782655,58
304,793.0,Gowan Avenue,Pape Avenue,Cosburn Avenue,6.0,0.0,0.0,2003,"LINESTRING (-79.34845131400442 43.688470670213086, -79.34501670414522 43.689143557705904, -79.34245853846949 43.68964057322414, -79.34239865573815 43.689655083687434, -79.34237159422095 43.68967311332206, -79.34234545710503 43.689708948077765, -79.34232951994642 43.68975332236451, -79.34233157273192 43.689797300208376, -79.34265214190363 43.69063507046259)",0.001804148425764439,58
416,1100.0,Plains Road,Coxwell Avenue,Woodbine Ave,10.0,0.0,0.0,2006,"LINESTRING (-79.32876335220514 43.69595748112438, -79.32812643503229 43.69609660692369, -79.3276360383034 43.69620373881826, -79.32668347737084 43.696422227159935, -79.3257366748252 43.69661902945494, -79.32478403697107 43.696825525614216, -79.32374300982997 43.69704550224902, -79.32269109711422 43.697263067699325, -79.32166759341396 43.69748156273062, -79.32064880425129 43.697707392971026, -79.31938789173917 43.697973404948264, -79.31821123686987 43.69823426774845)",0.9978915269738603,58
519,1344.0,Woodmount Avenue,Cosburn Avenue,O'Connor Drive,4.0,0.0,0.0,2010,"LINESTRING (-79.31989706901645 43.69589846837655, -79.32064880425129 43.697707392971026, -79.32137153387622 43.69949931909144)",1.0,58
808,2112.0,Roblin Ave,Plains Rd,Cosburn Ave,2.0,,,2022,"LINESTRING (-79.32376557743855 43.69704073366634, -79.32303412023744 43.69524493745573)",1.0,58
835,2062.0,Linsmore Cres,Cosburn Ave,Memorial Park Ave,,,2.0,2022,"LINESTRING (-79.33345720825771 43.69104391071034, -79.33429889522496 43.692802649938464)",0.004794716244587485,58
836,2064.0,St Hubert Ave,O'Connor Dr,Plains Rd,,,2.0,2022,"LINESTRING (-79.34017349918676 43.69545698684646, -79.33945664975033 43.69365855042476)",1.0,58
840,2139.0,Binswood Ave,O'Connor Dr,Cosburn Ave,,,4.0,2022,"LINESTRING (-79.32401955978335 43.69503004348851, -79.32411309507006 43.69514329239614, -79.32480910071597 43.69682652547421, -79.32552647865671 43.69860390055499)",1.0,58
853,2148.0,Norlong Blvd,O'Connor Dr,Cosburn Ave,,,4.0,2022,"LINESTRING (-79.32095017195525 43.69568040426601, -79.32168906935041 43.69747413243182, -79.32242865656798 43.69927725907594)",1.0,58
309,814.0,Rustic Road,Keele Street,Culford Road,7.0,0.0,0.0,2004,"LINESTRING (-79.49083521320506 43.71522380616958, -79.48945015221008 43.71551889601863, -79.48764201892226 43.71591081089179, -79.48594676853058 43.71626793331158, -79.48449652965934 43.716576677151934, -79.4823482715704 43.717046997033265, -79.48223870790758 43.717077569478185, -79.48215953903241 43.717097551579386, -79.48207833763382 43.71711198725382, -79.48203614957252 43.71712603145579, -79.48195241510066 43.71714688920151, -79.48188695532167 43.71716422591264, -79.48181885833172 43.71718325631517, -79.4817694672833 43.717199878928334, -79.48168784460827 43.71723100194987, -79.4816226975247 43.71726250578674, -79.48155967658009 43.71728649256043, -79.48149665581298 43.71731047029762, -79.48141391756393 43.71734299191726, -79.48137955936518 43.717365018280695, -79.481296729052 43.717392820551915, -79.48123848200748 43.717425370235915, -79.48118979950891 43.7174394809194, -79.48108062679846 43.71748893860798, -79.4810229963248 43.71751426624625, -79.48092694257085 43.7175505272988, -79.48085488168597 43.717580993425905, -79.48079155779594 43.717608595313514, -79.48071644053108 43.71763965101306, -79.48065057116526 43.71767366578435, -79.48056285983284 43.71770595862725, -79.48048012054656 43.71773847955329, -79.48040418998185 43.71776731828356, -79.4803189051345 43.71780625204626, -79.48025771979297 43.717826327795514, -79.48010395498783 43.71788514110349)",1.0,29
384,1000.0,Gracefield Avenue,Arkwright Street,Culford Road,5.0,0.0,0.0,2004,"LINESTRING (-79.48950193303477 43.70991358859782, -79.49053590018914 43.70968584023472, -79.49161799887837 43.709473718002414, -79.49394267150693 43.70895325202107, -79.4940577711142 43.70893920034488, -79.49412589700864 43.7089547019782, -79.49416660196988 43.7089812413763, -79.49419940909421 43.70900396713397, -79.49420862140613 43.709033630285184, -79.4942276868526 43.70908569887038, -79.4942569042724 43.70912986966434, -79.49428127939451 43.70915326769106, -79.49430488471293 43.709161294907204, -79.49433183160743 43.70916524233379, -79.49445412811261 43.70914284837272, -79.49452340774313 43.70912712139906, -79.49473164082957 43.70908104389205, -79.49593915421792 43.70881504065913)",0.0038118924595451032,29
385,1001.0,Gracefield Avenue,Keele Street,Culford Road,7.0,0.0,0.0,2004,"LINESTRING (-79.4788359477901 43.712240788058395, -79.4825563227432 43.71142395160437, -79.48406514200514 43.71109411123198, -79.48524338754086 43.71085130637659, -79.48724016159711 43.710409963528726, -79.48950193303477 43.70991358859782)",1.0,29
386,1002.0,Queen's Drive,Upwood Avenue,Culford Road,8.0,0.0,0.0,2004,"LINESTRING (-79.50028560426381 43.70839918680459, -79.50012104352658 43.70844871062221, -79.50002578138792 43.70846471240337, -79.49996046624109 43.70848679747407, -79.49985512169256 43.70851540736759, -79.49975415847736 43.708551484869055, -79.49965236937688 43.7085853364757, -79.49936556953922 43.70868539669309, -79.49920277175991 43.70875624555991, -79.4991064783207 43.70879615641606, -79.49903993281276 43.70883271209261, -79.49896648744885 43.7088682227316, -79.49890522685237 43.708901390210286, -79.49882294086065 43.708935037929244, -79.49872349795011 43.708970819334205, -79.4986350198239 43.709000919105684, -79.49853069824744 43.70904120126062, -79.49841895199303 43.70907460586648, -79.49834977905785 43.709095054653986, -79.49826445848444 43.70911150966631, -79.49819731917427 43.709137504468316, -79.49811574961316 43.70915086627519, -79.49752357159558 43.7092887692022, -79.49622462251014 43.709572404761836, -79.4918544549696 43.710542953836246, -79.49171956271557 43.7105665744483, -79.49165740206203 43.710575001425156, -79.49159747146197 43.71058062155889, -79.49154994805511 43.71057554664449, -79.49149703388325 43.71056914003872, -79.49145905934243 43.71056341673656, -79.49140644682011 43.710553394498746, -79.4913599454324 43.71054221033462, -79.49128814231676 43.710528774448896, -79.49122579604129 43.710509943918844, -79.49117644855008 43.71049098776708, -79.49111327703258 43.71048775005384, -79.49103862824208 43.71048435182682, -79.49097515531327 43.710484720625416, -79.49087824873942 43.71049628114014, -79.4907869299669 43.710518638983736, -79.49070434738358 43.71053810477463, -79.48967656965849 43.71075161116187)",0.0021218261464633036,29
387,1003.0,Maple Leaf Drive,Donofree Road,Culford Road,9.0,0.0,0.0,2004,"LINESTRING (-79.4901345571393 43.712377057311194, -79.4891780516472 43.71258037147028, -79.48230698648342 43.71408577873445, -79.48070095506353 43.714453281735686, -79.48015258166463 43.71456840138483)",1.0,29
409,1054.0,Wyndale Drive,Culford Road,Manresa Lane,2.0,0.0,0.0,2007,"LINESTRING (-79.48599245278203 43.70846707135068, -79.48655680900761 43.70794560856707, -79.48664013669467 43.70787025035595, -79.48669176177407 43.70783302721399, -79.48676001915496 43.70780564936144, -79.48683448043622 43.70778180207154, -79.48693332394362 43.70775328023443, -79.48703083094348 43.707734473851524, -79.4880945421423 43.707485594711834)",1.0,29
410,1055.0,Wyndale Drive,Manresa Lane,West Leg of Battersea Crescent,1.0,0.0,0.0,2007,"LINESTRING (-79.48464166444673 43.70916616634618, -79.48532712766752 43.709006804223186, -79.48541916661142 43.7089819571926, -79.48552075493801 43.70893867052411, -79.48559117795145 43.70888596706086, -79.4856522623605 43.70882555857426, -79.4856936324204 43.708773703772074, -79.48575888669329 43.70871133358002, -79.48583530382706 43.708652721751406, -79.48588632689096 43.70860493842719, -79.48599245278203 43.70846707135068)",1.0,29
411,1056.0,Wyndale Drive,West Leg of Battersea Crescent,East Leg of Battersea Crescent,2.0,0.0,0.0,2007,"LINESTRING (-79.48185663578214 43.70978816189145, -79.48464166444673 43.70916616634618)",1.0,29
412,1057.0,Wyndale Drive,East Leg of Battersea Crescent,Wickford Drive,2.0,0.0,0.0,2007,"LINESTRING (-79.47983030540229 43.70994728550671, -79.47994962709735 43.70996579928386, -79.48004306980859 43.709971525504926, -79.48012633449726 43.70998512082077, -79.48024089508706 43.70999508032037, -79.480343349193 43.7100121089279, -79.48044349612017 43.71000941524047, -79.48053683490434 43.71001041262652, -79.4806646053222 43.71001188550016, -79.48073792922618 43.71000724141779, -79.48084214284319 43.709997839486576, -79.48095418779012 43.70997862820959, -79.48102052016618 43.709968218595066, -79.4810875611047 43.70995530626578, -79.48119117221503 43.70993534343517, -79.48126542750947 43.70991985267735, -79.48185663578214 43.70978816189145)",1.0,29
413,1058.0,Wyndale Drive,Wickford Drive,Keele Street,1.0,0.0,0.0,2007,"LINESTRING (-79.47825951061144 43.70963771526706, -79.47840535357125 43.70961458042882, -79.47851351455034 43.709611535887866, -79.47863671884232 43.70961389567513, -79.47874192787577 43.70961616896136, -79.47883891160744 43.709627129531285, -79.4789727650131 43.709645225401715, -79.47906862123847 43.709657584389966, -79.47917280425058 43.7096837670059, -79.47929079898414 43.70971203305709, -79.47942361406618 43.7097540469679, -79.47954260527172 43.70979397706432, -79.47963662261205 43.70982804654766, -79.47975265994421 43.70989107718043, -79.47983030540229 43.70994728550671)",1.0,29
570,1543.0,Falstaff Avenue,Amber Crescent,Culford Road,4.0,0.0,0.0,2013,"MULTILINESTRING ((-79.49176460484694 43.718137476719775, -79.49166562688141 43.71812569946595, -79.49157121549717 43.71813082866123, -79.49149377897682 43.7181421873437, -79.49143473450467 43.71815474306237, -79.4913294485087 43.7181702721319, -79.491233712975 43.71818513479267, -79.49109691785355 43.718212655205875, -79.49098837911599 43.71823709990719, -79.49086561924105 43.71825836750116, -79.4907694649168 43.71828991746388, -79.49071001336003 43.71830136895853, -79.49058927460432 43.71832816431465, -79.48926187389299 43.71862042930572, -79.4881069398592 43.71887119169334, -79.485949841039 43.71935521110375), (-79.48398029160805 43.719797098460425, -79.48342608164118 43.719921430287684))",1.0,29
652,1677.0,Falstaff Avenue,Rory Road,Winsome Avenue,1.0,0.0,0.0,2016,"LINESTRING (-79.485949841039 43.71935521110375, -79.48398029160805 43.719797098460425)",1.0,29
712,1777.0,Redberry Pkwy,Lawrence Ave W,North Park Dr,2.0,0.0,0.0,1998,"LINESTRING (-79.47394038198964 43.71233209879185, -79.47381730896925 43.71196982116679, -79.47363530696231 43.71109996201127, -79.47343483017687 43.71020894508179, -79.4733615152091 43.71001299605568)",1.0,29
727,1807.0,Rustic Rd,Hysel Rd,Culford Rd,4.0,0.0,0.0,1998,"LINESTRING (-79.49782192478212 43.713716082101044, -79.49422212258051 43.71449297723367, -79.49083521320507 43.71522380616958)",0.00346145292627335,29
310,815.0,George Anderson Drive,Keele Street,Culford Road,6.0,0.0,0.0,2004,"MULTILINESTRING ((-79.47736265638355 43.70561012208827, -79.47747414251074 43.705572484759024, -79.47765551698599 43.7055328426263, -79.47774887937288 43.70548060247212, -79.47780539109733 43.705442665056765, -79.4778638816143 43.70540549227772, -79.47805855960593 43.70525001121694, -79.47813590510253 43.70519898015255, -79.47826041229632 43.70512292460609, -79.47838778428678 43.70506903866378, -79.47992337843323 43.704709976944365, -79.48130503312522 43.70437356560965, -79.48194029495042 43.70422808911123, -79.48213773218563 43.704202816270836, -79.4831600711466 43.70406974619726, -79.48336692153309 43.70404716222707, -79.48360130948763 43.704003963992314, -79.48481362641593 43.70373925827833, -79.48556879438371 43.70357273269362, -79.48618956365401 43.70337406151773, -79.48664092697058 43.70325075854026), (-79.4778638816143 43.70540549227772, -79.47819718482165 43.705640123082866))",1.0,30
311,816.0,Flamborough Drive,Keele Street,Culford Road,4.0,0.0,0.0,2021,"LINESTRING (-79.47675074067024 43.702861036186796, -79.4769399022758 43.702852751497694, -79.47720003139008 43.702800167053006, -79.47735047325567 43.70277709476822, -79.47747800672113 43.702720582821605, -79.4775102631819 43.70270629996126, -79.47764656188252 43.70258436504535, -79.47778275462146 43.70243125699744, -79.47795648428749 43.70225769637742, -79.47804504871466 43.702163316775184, -79.47818935203381 43.702040803453094, -79.4783310521916 43.70193926143709, -79.47846491340779 43.70185029243877, -79.47872237785597 43.701733489132444, -79.47892708430669 43.7016633709906, -79.48099374144769 43.70109703819754, -79.48110571375287 43.70105741387593, -79.48127994920098 43.70100495756657, -79.48143465160393 43.70093770023049, -79.48207394266656 43.70056201915785, -79.48208724838706 43.70055061676607, -79.4822995855183 43.700440364350435, -79.48251227826825 43.70036964346366, -79.48273018993397 43.70029174328142, -79.48290562058392 43.70024982592425, -79.48446503770124 43.699908117226485)",1.0,30
678,1716.0,Martini Dr,Lawrence Ave W,Thurodale Ave,2.0,0.0,0.0,1998,"LINESTRING (-79.50197718772712 43.70320247445453, -79.50155705335412 43.70166686888944)",0.9929616379077322,30
784,1607.0,Brookhaven Drive,Lawrence Avenue West,Trethewey Drive,5.0,0.0,0.0,2015,"LINESTRING (-79.49385280803065 43.69695355571203, -79.49375586530351 43.697573225409364, -79.49393612098038 43.698346488988115, -79.49411118810792 43.699126923005196, -79.49421578550914 43.699452684926406, -79.49430799223592 43.69991568341785, -79.49450957065498 43.700800578095496, -79.49472636773545 43.70165924615013, -79.49498471589848 43.70279665469136, -79.49509256018493 43.703184099181186, -79.49515982361399 43.70344438735652, -79.49533237884619 43.70382990105627, -79.4953881335976 43.70390616863958, -79.49542968113202 43.70393761682518, -79.49549930069557 43.70396514852619, -79.4956071285697 43.703966054126866, -79.4956934150754 43.70395140556566, -79.49618286801069 43.70383989294271, -79.49625844749245 43.70381564901453, -79.49635072876124 43.70381886153487, -79.49641842686978 43.703861223869595, -79.49645234511841 43.703932809857065, -79.49666123990934 43.70438181780987)",0.9988221598142938,30
329,850.0,Fairview Boulevard,Broadview Avenue,Bowden Street,5.0,0.0,0.0,2004,"MULTILINESTRING ((-79.47516122207928 43.657647923448664, -79.47524311488354 43.657848732867066, -79.47552939093316 43.6585701854064, -79.475563730803 43.65865112082781, -79.47570911327033 43.65898327102642, -79.4761007497836 43.659878057526015, -79.47631383807051 43.66035210254237, -79.4765376499925 43.66084999748311, -79.47713724005894 43.66217412313533, -79.47721911721469 43.662359344910485, -79.47724821349652 43.662416286382225, -79.47728172122643 43.662475834720446, -79.47730549741823 43.662543564120995, -79.47729151344079 43.66262632251393, -79.47729141119524 43.662626933422615, -79.47724416059394 43.66267103590898, -79.4771654194945 43.662718608692, -79.47708253717688 43.66274354429293, -79.47696759038259 43.66277306794701, -79.47689334659127 43.6628060869947, -79.47687419026445 43.66283042167031, -79.47687178542375 43.662868665532905, -79.47691245708116 43.663012343502224, -79.47744154442447 43.664236169106246, -79.47761520840744 43.66463786171013), (-79.3575607026404 43.674813488373786, -79.35341274910515 43.67565439780368))",0.39022592213853297,90
417,1101.0,Ryding Avenue,Runnymede Road,Cobalt Avenue,5.0,0.0,0.0,2006,"LINESTRING (-79.47758427964136 43.66920561355461, -79.48038144087424 43.66855406485888, -79.48113238321373 43.668384008402306, -79.48229199095238 43.66812136403536, -79.48287505519734 43.667988234875516, -79.48306854449459 43.667944053435626)",1.0,90
493,1294.0,Clendenan Avenue,Dundas Street West,Annette Street,4.0,0.0,0.0,2008,"LINESTRING (-79.47223143662896 43.662253714897496, -79.47344865599618 43.66513728768435, -79.47361864872526 43.66553998171946)",1.0,90
557,1508.0,Quebec Avenue,Dundas Street West,Annette Street,4.0,0.0,0.0,2013,"LINESTRING (-79.47080247949195 43.662558080521954, -79.47191756218861 43.66508486262076, -79.4719299660761 43.665113201815416, -79.47211421489433 43.66553437566402)",1.0,90
629,1645.0,Mulock Avenue,Junction Road,Lloyd Avenue,4.0,0.0,0.0,2016,"LINESTRING (-79.46447208396017 43.66813787235882, -79.46473057943685 43.66876483208923, -79.46515966369796 43.669805544318045, -79.46586296757434 43.67145631517803)",1.0,90
730,1810.0,Tarragona Blvd,Symes Rd,Gunns Rd,3.0,0.0,0.0,1998,"LINESTRING (-79.4720240147938 43.6722832858521, -79.47214611128172 43.67225959612952, -79.47321784046873 43.672021658693694, -79.47545670473602 43.671524548201965, -79.47789539476562 43.67098300031616)",1.0,90
339,888.0,Beechborough Avenue,Keele Street,Strathnairn Avenue,4.0,0.0,0.0,2004,"LINESTRING (-79.46959004633815 43.69555193044021, -79.47065405277368 43.69528863963533, -79.47169131060373 43.695055090478654, -79.47274157565886 43.69482112037697, -79.47377214428434 43.694591370637816, -79.47479873092693 43.69437203903472)",1.0,112
